"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RED_IZO";"IČO";"Zřizovatel";"Území";"ORP";"Plný název";"Zkrácený název";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Typ";"Druh/typ";"Ulice";"č.p.";"č.or.";"č.obce";"PSČ";"Místo";"Kapacita"
"600027091";"49589725";"7";"CZ0715";"7113";"Střední škola, Základní škola, Mateřská škola a Dětský domov Zábřeh";"SŠ, ZŠ, MŠ a DD";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"583 418 165";"není";"specskolyadd.zabreh@seznam.cz";"pavlik.zsaddzabreh@seznam.cz";"www.zsadd-zabreh.cz";"Mgr. Radomír Pavlík";"110006721";"G21";"Školní družina";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"50"
"600027091";"49589725";"7";"CZ0715";"7113";"Střední škola, Základní škola, Mateřská škola a Dětský domov Zábřeh";"SŠ, ZŠ, MŠ a DD";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"583 418 165";"není";"specskolyadd.zabreh@seznam.cz";"pavlik.zsaddzabreh@seznam.cz";"www.zsadd-zabreh.cz";"Mgr. Radomír Pavlík";"181064952";"H21";"Internát";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"10"
"600027091";"49589725";"7";"CZ0715";"7113";"Střední škola, Základní škola, Mateřská škola a Dětský domov Zábřeh";"SŠ, ZŠ, MŠ a DD";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"583 418 165";"není";"specskolyadd.zabreh@seznam.cz";"pavlik.zsaddzabreh@seznam.cz";"www.zsadd-zabreh.cz";"Mgr. Radomír Pavlík";"150012012";"J11";"Dětský domov";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"64"
"600027091";"49589725";"7";"CZ0715";"7113";"Střední škola, Základní škola, Mateřská škola a Dětský domov Zábřeh";"SŠ, ZŠ, MŠ a DD";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"583 418 165";"není";"specskolyadd.zabreh@seznam.cz";"pavlik.zsaddzabreh@seznam.cz";"www.zsadd-zabreh.cz";"Mgr. Radomír Pavlík";"102992347";"L11";"Školní jídelna";"Sušilova";"1912";"40";"Zábřeh";"78901";"Zábřeh";"500"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"107633001";"A00";"Mateřská škola";"Třebízského";"1800";"1";"Šumperk";"78701";"Šumperk";"60"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"110551303";"B00";"Základní škola";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"241"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"150069880";"C00";"Střední škola";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"24"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"110006771";"G21";"Školní družina";"Třebízského";"1800";"1";"Šumperk";"78701";"Šumperk";"50"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"110025369";"H21";"Internát";"Třebízského";"1800";"1";"Šumperk";"78701";"Šumperk";"25"
"600027121";"49589768";"7";"CZ0715";"7111";"Střední škola, Základní škola a Mateřská škola Šumperk, Hanácká 3";"Střední škola, ZŠ a MŠ";"Hanácká";"145";"3";"Šumperk";"78701";"Šumperk";"583 213 166";"není";"zssumperk@seznam.cz";"";"www.sweb.cz/zssumperk";"Mgr. Jana Večeřová";"172104271";"L13";"Školní jídelna - výdejna";"Třebízského";"1800";"1";"Šumperk";"78701";"Šumperk";"170"
"600027147";"25828274";"5";"CZ0715";"7111";"Základní škola a střední škola Pomněnka o.p.s.";"ZŠ a střední škola Pomněnka o.p.s.";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"583 213 910";"583 213 910";"";"";"";"Ing. Mgr. Nataša Strakošová-Vykydalová";"110008626";"B00";"Základní škola";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"47"
"600027147";"25828274";"5";"CZ0715";"7111";"Základní škola a střední škola Pomněnka o.p.s.";"ZŠ a střední škola Pomněnka o.p.s.";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"583 213 910";"583 213 910";"";"";"";"Ing. Mgr. Nataša Strakošová-Vykydalová";"110550064";"C00";"Střední škola";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"12"
"600027147";"25828274";"5";"CZ0715";"7111";"Základní škola a střední škola Pomněnka o.p.s.";"ZŠ a střední škola Pomněnka o.p.s.";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"583 213 910";"583 213 910";"";"";"";"Ing. Mgr. Nataša Strakošová-Vykydalová";"110008634";"G21";"Školní družina";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"26"
"600027147";"25828274";"5";"CZ0715";"7111";"Základní škola a střední škola Pomněnka o.p.s.";"ZŠ a střední škola Pomněnka o.p.s.";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"583 213 910";"583 213 910";"";"";"";"Ing. Mgr. Nataša Strakošová-Vykydalová";"110008642";"L11";"Školní jídelna";"Šumavská";"1915";"13";"Šumperk";"78701";"Šumperk";"150"
"600027155";"62353179";"7";"CZ0715";"7106";"Odborné učiliště a Praktická škola, Mohelnice, Vodní 27";"Odborné učiliště a Praktická škola";"Vodní";"248";"27";"Mohelnice";"78985";"Mohelnice";"583 430 113";"583 430 113";"ou.u.prs.mohelnice@rps.cz";"";"ouaprsmohelnice.cz";"Mgr. Jiří Coufal";"110025474";"C00";"Střední škola";"Vodní";"248";"27";"Mohelnice";"78985";"Mohelnice";"166"
"600027155";"62353179";"7";"CZ0715";"7106";"Odborné učiliště a Praktická škola, Mohelnice, Vodní 27";"Odborné učiliště a Praktická škola";"Vodní";"248";"27";"Mohelnice";"78985";"Mohelnice";"583 430 113";"583 430 113";"ou.u.prs.mohelnice@rps.cz";"";"ouaprsmohelnice.cz";"Mgr. Jiří Coufal";"181058499";"H21";"Internát";"Olomoucká";"765";"41";"Mohelnice";"78985";"Mohelnice";"28"
"600027236";"843318";"7";"CZ0723";"7210";"Odborné učiliště Kelč";"Odborné učiliště Kelč";"";"1";"";"Kelč";"75643";"Kelč";"571 641 321";"571 641 403";"renata.ryskova@oukelc.cz";"";"oukelc.cz";"Mgr. Renata Ryšková";"843318";"C00";"Střední škola";"";"1";"";"Kelč";"75643";"Kelč";"220"
"600027236";"843318";"7";"CZ0723";"7210";"Odborné učiliště Kelč";"Odborné učiliště Kelč";"";"1";"";"Kelč";"75643";"Kelč";"571 641 321";"571 641 403";"renata.ryskova@oukelc.cz";"";"oukelc.cz";"Mgr. Renata Ryšková";"110022904";"H21";"Internát";"";"1";"";"Kelč";"75643";"Kelč";"150"
"600027236";"843318";"7";"CZ0723";"7210";"Odborné učiliště Kelč";"Odborné učiliště Kelč";"";"1";"";"Kelč";"75643";"Kelč";"571 641 321";"571 641 403";"renata.ryskova@oukelc.cz";"";"oukelc.cz";"Mgr. Renata Ryšková";"103044221";"L11";"Školní jídelna";"";"1";"";"Kelč";"75643";"Kelč";"200"
"600027287";"843032";"7";"CZ0711";"7102";"Odborné učiliště a Praktická škola, Lipová - lázně 458";"Odborné učiliště a Praktická škola";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"584 459 330";"584 459 348";"info@oulipova.cz";"reditel@oulipova.cz";"www.oulipova.cz";"Mgr. Libor Vrána";"102856613";"C00";"Střední škola";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"262"
"600027287";"843032";"7";"CZ0711";"7102";"Odborné učiliště a Praktická škola, Lipová - lázně 458";"Odborné učiliště a Praktická škola";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"584 459 330";"584 459 348";"info@oulipova.cz";"reditel@oulipova.cz";"www.oulipova.cz";"Mgr. Libor Vrána";"110025326";"H21";"Internát";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"93"
"600027287";"843032";"7";"CZ0711";"7102";"Odborné učiliště a Praktická škola, Lipová - lázně 458";"Odborné učiliště a Praktická škola";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"584 459 330";"584 459 348";"info@oulipova.cz";"reditel@oulipova.cz";"www.oulipova.cz";"Mgr. Libor Vrána";"103044191";"L11";"Školní jídelna";"";"458";"";"Lipová-lázně";"79061";"Lipová-lázně";"320"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"102401471";"A00";"Mateřská škola";"Sevřená";"1707";"12";"Nusle";"14000";"Praha 4";"30"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"110032691";"B00";"Základní škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"95"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"110351070";"C00";"Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"190"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"161102395";"G22";"Školní klub";"Na Topolce";"1350";"1";"Nusle";"14000";"Praha 4";"40"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"110350600";"H21";"Internát";"Na Pankráci";"479";"13";"Nusle";"14000";"Praha 4";"86"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"110032721";"K20";"Speciálně pedagogické centrum";"Na Topolce";"1350";"1";"Nusle";"14000";"Praha 4";"1209"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"161102352";"L13";"Školní jídelna - výdejna";"Sevřená";"1707";"12";"Nusle";"14000";"Praha 4";"40"
"600027341";"70873160";"7";"CZ0112";"1102";"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Jedličkův ústav a MŠ, ZŠ a Střední škola";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"261 225 261,725857165";"261 225 261";"jus@jus.cz";"p.hruby@jus.cz";"http://www.jus.cz";"Mgr. Petr Hrubý";"110032730";"M40";"Středisko praktického vyučování";"V pevnosti";"13";"4";"Vyšehrad";"12800";"Praha 2";"35"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"110028074";"A00";"Mateřská škola";"Bedřicha Smetany";"615";"12";"Nymburk";"28802";"Nymburk";"15"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"110028058";"B00";"Základní škola";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"140"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"181080206";"C00";"Střední škola";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"10"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"110028082";"G21";"Školní družina";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"15"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"108052010";"J11";"Dětský domov";"Resslova";"612";"13";"Nymburk";"28802";"Nymburk";"32"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"102714444";"L11";"Školní jídelna";"Resslova";"612";"13";"Nymburk";"28802";"Nymburk";"150"
"600027937";"62444191";"7";"CZ0218";"2118";"Dětský domov, Praktická škola, Základní škola a Mateřská škola Nymburk, příspěvková organizace";"DD, PrŠ, ZŠ a MŠ";"Palackého třída";"515";"67";"Nymburk";"28802";"Nymburk";"325 513 946";"325 515 410";"zsdd@zsdd.cz";"klimova@zsdd.cz";"http://www.zsdd.cz";"Mgr. Radka Klímová";"181066734";"L13";"Školní jídelna - výdejna";"Bedřicha Smetany";"615";"12";"Nymburk";"28802";"Nymburk";"14"
"600028151";"60816911";"1";"CZ0313";"3105";"Výchovný ústav, středisko výchovné péče a střední škola Jindřichův Hradec";"VÚ, SVP a SŠ";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 370 731";"384 361 885";"vum.jh@tiscali.cz";"";"www.vujh.cz";"Mgr. Pavel Vítkovský";"108017109";"C00";"Střední škola";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"48"
"600028151";"60816911";"1";"CZ0313";"3105";"Výchovný ústav, středisko výchovné péče a střední škola Jindřichův Hradec";"VÚ, SVP a SŠ";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 370 731";"384 361 885";"vum.jh@tiscali.cz";"";"www.vujh.cz";"Mgr. Pavel Vítkovský";"108017061";"J13";"Výchovný ústav";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"36"
"600028151";"60816911";"1";"CZ0313";"3105";"Výchovný ústav, středisko výchovné péče a střední škola Jindřichův Hradec";"VÚ, SVP a SŠ";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 370 731";"384 361 885";"vum.jh@tiscali.cz";"";"www.vujh.cz";"Mgr. Pavel Vítkovský";"181075113";"J21";"Středisko výchovné péče";"Janderova";"147";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"0"
"600028151";"60816911";"1";"CZ0313";"3105";"Výchovný ústav, středisko výchovné péče a střední škola Jindřichův Hradec";"VÚ, SVP a SŠ";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"384 370 731";"384 361 885";"vum.jh@tiscali.cz";"";"www.vujh.cz";"Mgr. Pavel Vítkovský";"110150449";"L11";"Školní jídelna";"Gymnazijní";"118";"";"Jindřichův Hradec II";"37701";"Jindřichův Hradec";"100"
"600029191";"46773690";"7";"CZ0423";"4208";"Dětský domov, Základní škola praktická, Praktická škola a Školní jídelna, Dlažkovice 1, příspěvková organizace";"DD, ZŠ praktická, PrŠ a ŠJ";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"416 594 219";"416 594 118";"ddsss.dlazkovice@iol.cz";"";"www.dddlazkovice.cz";"Mgr. Bc. Ivana Pettrichová";"108043801";"B00";"Základní škola";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"96"
"600029191";"46773690";"7";"CZ0423";"4208";"Dětský domov, Základní škola praktická, Praktická škola a Školní jídelna, Dlažkovice 1, příspěvková organizace";"DD, ZŠ praktická, PrŠ a ŠJ";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"416 594 219";"416 594 118";"ddsss.dlazkovice@iol.cz";"";"www.dddlazkovice.cz";"Mgr. Bc. Ivana Pettrichová";"108043827";"C00";"Střední škola";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"30"
"600029191";"46773690";"7";"CZ0423";"4208";"Dětský domov, Základní škola praktická, Praktická škola a Školní jídelna, Dlažkovice 1, příspěvková organizace";"DD, ZŠ praktická, PrŠ a ŠJ";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"416 594 219";"416 594 118";"ddsss.dlazkovice@iol.cz";"";"www.dddlazkovice.cz";"Mgr. Bc. Ivana Pettrichová";"108021653";"J11";"Dětský domov";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"64"
"600029191";"46773690";"7";"CZ0423";"4208";"Dětský domov, Základní škola praktická, Praktická škola a Školní jídelna, Dlažkovice 1, příspěvková organizace";"DD, ZŠ praktická, PrŠ a ŠJ";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"416 594 219";"416 594 118";"ddsss.dlazkovice@iol.cz";"";"www.dddlazkovice.cz";"Mgr. Bc. Ivana Pettrichová";"102753385";"L11";"Školní jídelna";"";"1";"";"Dlažkovice";"41115";"Dlažkovice";"150"
"600029867";"60153385";"1";"CZ0525";"5215";"Výchovný ústav, střední škola a středisko výchovné péče, Hostinné";"Výchovný ústav, střední škola a SVP";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"499 441 778";"499 441 420";"vum.hostinne@tiscali.cz";"";"";"Mgr. Bc. Petr Chlumák";"110013638";"C00";"Střední škola";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"40"
"600029867";"60153385";"1";"CZ0525";"5215";"Výchovný ústav, střední škola a středisko výchovné péče, Hostinné";"Výchovný ústav, střední škola a SVP";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"499 441 778";"499 441 420";"vum.hostinne@tiscali.cz";"";"";"Mgr. Bc. Petr Chlumák";"60153385";"J13";"Výchovný ústav";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"32"
"600029867";"60153385";"1";"CZ0525";"5215";"Výchovný ústav, střední škola a středisko výchovné péče, Hostinné";"Výchovný ústav, střední škola a SVP";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"499 441 778";"499 441 420";"vum.hostinne@tiscali.cz";"";"";"Mgr. Bc. Petr Chlumák";"181075504";"J21";"Středisko výchovné péče";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"8"
"600029867";"60153385";"1";"CZ0525";"5215";"Výchovný ústav, střední škola a středisko výchovné péče, Hostinné";"Výchovný ústav, střední škola a SVP";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"499 441 778";"499 441 420";"vum.hostinne@tiscali.cz";"";"";"Mgr. Bc. Petr Chlumák";"110013646";"L11";"Školní jídelna";"B. Smetany";"474";"";"Hostinné";"54371";"Hostinné";"60"
"600042260";"75033046";"2";"CZ0211";"2101";"Základní škola a Praktická škola Benešov, Konopišťská 386";"Základní škola a Praktická škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"317 723 784";"není";"zvsbenesov@cbox.cz";"";"http://zskonopistska.cz";"Mgr. Ludmila Králová";"102002771";"B00";"Základní škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"124"
"600042260";"75033046";"2";"CZ0211";"2101";"Základní škola a Praktická škola Benešov, Konopišťská 386";"Základní škola a Praktická škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"317 723 784";"není";"zvsbenesov@cbox.cz";"";"http://zskonopistska.cz";"Mgr. Ludmila Králová";"151024138";"C00";"Střední škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"14"
"600042260";"75033046";"2";"CZ0211";"2101";"Základní škola a Praktická škola Benešov, Konopišťská 386";"Základní škola a Praktická škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"317 723 784";"není";"zvsbenesov@cbox.cz";"";"http://zskonopistska.cz";"Mgr. Ludmila Králová";"113000421";"G21";"Školní družina";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"58"
"600042260";"75033046";"2";"CZ0211";"2101";"Základní škola a Praktická škola Benešov, Konopišťská 386";"Základní škola a Praktická škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"317 723 784";"není";"zvsbenesov@cbox.cz";"";"http://zskonopistska.cz";"Mgr. Ludmila Králová";"181043882";"K20";"Speciálně pedagogické centrum";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"0"
"600042260";"75033046";"2";"CZ0211";"2101";"Základní škola a Praktická škola Benešov, Konopišťská 386";"Základní škola a Praktická škola";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"317 723 784";"není";"zvsbenesov@cbox.cz";"";"http://zskonopistska.cz";"Mgr. Ludmila Králová";"181066785";"L13";"Školní jídelna - výdejna";"Konopišťská";"386";"";"Benešov";"25601";"Benešov";"90"
"600047849";"70107122";"7";"CZ0216";"2117";"Základní škola a Praktická škola Neratovice, příspěvková organizace";"Základní škola a Praktická škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"315 682 085";"315 682 085";"zsbyskovice@zsbyskovice.cz";"pechova@zsbyskovice.cz";"http://www.zspbyskovice.cz";"PaedDr. Bc. Ivana Pechová";"102286205";"B00";"Základní škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"76"
"600047849";"70107122";"7";"CZ0216";"2117";"Základní škola a Praktická škola Neratovice, příspěvková organizace";"Základní škola a Praktická škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"315 682 085";"315 682 085";"zsbyskovice@zsbyskovice.cz";"pechova@zsbyskovice.cz";"http://www.zspbyskovice.cz";"PaedDr. Bc. Ivana Pechová";"181080168";"C00";"Střední škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"14"
"600047849";"70107122";"7";"CZ0216";"2117";"Základní škola a Praktická škola Neratovice, příspěvková organizace";"Základní škola a Praktická škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"315 682 085";"315 682 085";"zsbyskovice@zsbyskovice.cz";"pechova@zsbyskovice.cz";"http://www.zspbyskovice.cz";"PaedDr. Bc. Ivana Pechová";"181036665";"G21";"Školní družina";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"16"
"600047849";"70107122";"7";"CZ0216";"2117";"Základní škola a Praktická škola Neratovice, příspěvková organizace";"Základní škola a Praktická škola";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"315 682 085";"315 682 085";"zsbyskovice@zsbyskovice.cz";"pechova@zsbyskovice.cz";"http://www.zspbyskovice.cz";"PaedDr. Bc. Ivana Pechová";"162100663";"L13";"Školní jídelna - výdejna";"Byškovická";"85";"";"Byškovice";"27711";"Neratovice";"30"
"600066584";"68781580";"2";"CZ0411";"4101";"Základní škola a Praktická škola Aš";"Základní škola a Praktická škola Aš";"Studentská";"1612";"13";"Aš";"35201";"Aš";"354 525 270";"není";"reditelka@zspsas.cz";"2st@centrum.cz";"http://www.zspsas.cz";"Mgr. Milena Boková";"102052344";"B00";"Základní škola";"Studentská";"1612";"13";"Aš";"35201";"Aš";"120"
"600066584";"68781580";"2";"CZ0411";"4101";"Základní škola a Praktická škola Aš";"Základní škola a Praktická škola Aš";"Studentská";"1612";"13";"Aš";"35201";"Aš";"354 525 270";"není";"reditelka@zspsas.cz";"2st@centrum.cz";"http://www.zspsas.cz";"Mgr. Milena Boková";"110100689";"C00";"Střední škola";"Studentská";"1612";"13";"Aš";"35201";"Aš";"40"
"600066584";"68781580";"2";"CZ0411";"4101";"Základní škola a Praktická škola Aš";"Základní škola a Praktická škola Aš";"Studentská";"1612";"13";"Aš";"35201";"Aš";"354 525 270";"není";"reditelka@zspsas.cz";"2st@centrum.cz";"http://www.zspsas.cz";"Mgr. Milena Boková";"115100253";"G21";"Školní družina";"Studentská";"1612";"13";"Aš";"35201";"Aš";"14"
